id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,AgeGroup
304,15739803,Lucciano,686,Spain,Male,34.0,2,0.0,2,1.0,0.0,127569.8,0,3
306,15792985,Tuan,641,Spain,Female,55.0,8,0.0,2,1.0,0.0,91285.88,1,5
308,15656062,Bovee,644,Spain,Male,30.0,8,0.0,2,0.0,1.0,140929.98,0,3
311,15690733,K'ung,554,Spain,Male,37.0,9,0.0,2,1.0,1.0,160110.65,0,3
315,15810807,Alekseeva,582,Spain,Male,37.0,4,0.0,2,1.0,1.0,152479.64,0,3
319,15702999,Milne,694,Spain,Female,46.0,7,117070.72,3,1.0,1.0,81753.92,1,4
332,15774936,Y?,639,Spain,Male,43.0,1,103421.44,1,0.0,1.0,126734.84,0,4
335,15630106,Gibson,685,Spain,Male,40.0,6,0.0,2,1.0,0.0,93091.02,0,4
337,15784594,Blesing,762,Spain,Female,34.0,8,0.0,2,1.0,0.0,88890.05,0,3
344,15711314,Kao,689,Spain,Female,45.0,1,0.0,1,0.0,1.0,125939.22,0,4
345,15608653,Davison,521,Spain,Female,34.0,4,70731.07,1,1.0,1.0,20243.97,0,3
346,15750602,Onyemachukwu,773,Spain,Male,35.0,10,0.0,2,1.0,0.0,110916.15,0,3
347,15637993,Chuang,670,Spain,Male,40.0,9,128366.44,1,1.0,1.0,84976.2,0,4
349,15700353,Ainsworth,604,Spain,Male,48.0,0,0.0,2,1.0,1.0,59645.88,0,4
365,15654495,Ts'ao,695,Spain,Female,33.0,10,110928.51,1,1.0,0.0,123906.97,0,3
373,15591736,Y?,599,Spain,Male,44.0,8,0.0,2,1.0,0.0,177619.44,0,4
374,15777826,Hutchinson,713,Spain,Male,39.0,5,0.0,2,1.0,0.0,167682.37,1,3
378,15636330,Lockington,583,Spain,Male,45.0,9,0.0,3,0.0,1.0,198182.84,0,4
379,15731417,Lucciano,712,Spain,Male,40.0,6,0.0,1,1.0,0.0,86022.43,1,4
394,15658360,Rounsevell,651,Spain,Male,38.0,6,0.0,2,1.0,0.0,120853.83,0,3
396,15701265,Ngozichukwuka,663,Spain,Male,37.0,2,0.0,2,1.0,0.0,131167.94,0,3
402,15605741,Onwughara,818,Spain,Female,31.0,10,115557.26,1,1.0,1.0,176713.27,0,3
404,15703682,Yeh,850,Spain,Male,33.0,4,0.0,2,1.0,0.0,145089.64,0,3
408,15651802,Bales,594,Spain,Male,39.0,4,0.0,1,0.0,1.0,122433.09,0,3
415,15743085,Ting,850,Spain,Male,33.0,9,0.0,2,1.0,0.0,181177.9,0,3
420,15771540,Fedorova,603,Spain,Male,38.0,9,0.0,1,1.0,0.0,87412.24,0,3
425,15725698,Ch'eng,628,Spain,Female,49.0,8,152926.85,1,1.0,0.0,54865.84,1,4
444,15691808,Pinto,687,Spain,Male,27.0,8,0.0,2,1.0,0.0,74850.84,0,2
445,15581524,O'Loghlin,773,Spain,Male,24.0,5,0.0,1,1.0,1.0,122487.11,0,2
448,15714256,Mazzi,663,Spain,Female,27.0,5,0.0,2,1.0,0.0,171763.67,0,2
453,15593773,Olejuru,683,Spain,Male,30.0,8,0.0,2,1.0,0.0,1557.82,0,3
459,15752463,Grant,732,Spain,Male,31.0,4,0.0,2,1.0,0.0,124596.63,0,3
461,15591130,Ni,683,Spain,Male,40.0,3,0.0,1,1.0,1.0,176768.25,1,4
462,15635388,Nucci,652,Spain,Male,29.0,7,0.0,1,1.0,0.0,28257.34,0,2
466,15770225,Calabresi,762,Spain,Male,41.0,7,0.0,2,0.0,1.0,93738.54,0,4
472,15770101,Oguejiofor,574,Spain,Male,39.0,1,95128.86,1,1.0,0.0,126812.63,0,3
486,15666096,Hsueh,683,Spain,Male,40.0,9,0.0,2,1.0,0.0,125957.76,0,4
487,15637315,Melvin,601,Spain,Female,41.0,3,0.0,1,1.0,0.0,54342.83,1,4
488,15674541,Robinson,723,Spain,Male,54.0,6,137260.78,1,1.0,1.0,94415.6,0,5
492,15688865,De Luca,651,Spain,Male,38.0,3,0.0,1,1.0,1.0,88840.25,0,3
493,15740237,Ulyanova,653,Spain,Female,31.0,8,0.0,1,1.0,0.0,27341.77,0,3
497,15692926,Tikhonov,681,Spain,Male,32.0,3,0.0,1,0.0,1.0,101138.85,0,3
499,15722765,Owen,580,Spain,Female,57.0,7,136820.99,1,0.0,1.0,108528.74,0,5
504,15640268,Chukwufumnanya,678,Spain,Male,34.0,10,135096.58,1,1.0,1.0,133653.38,0,3
510,15753579,Kao,619,Spain,Female,37.0,4,0.0,2,0.0,0.0,163423.8,0,3
532,15693771,Ch'iu,757,Spain,Female,30.0,1,160980.03,1,1.0,1.0,123866.43,0,3
535,15761102,Trevisani,488,Spain,Female,33.0,6,125845.66,1,0.0,0.0,181204.5,0,3
540,15600357,Hsing,639,Spain,Male,36.0,1,150329.15,1,1.0,0.0,163989.66,0,3
546,15742009,Hsueh,715,Spain,Female,37.0,9,128743.55,1,0.0,1.0,114793.45,0,3
554,15736816,Young,531,Spain,Male,23.0,2,136815.64,1,1.0,1.0,170041.95,0,2
555,15721377,Whitehouse,679,Spain,Male,32.0,10,0.0,2,1.0,0.0,94888.6,0,3
561,15665861,Avdeev,719,Spain,Male,29.0,3,106070.89,2,0.0,1.0,101617.43,0,2
564,15646942,Meng,618,Spain,Male,33.0,7,0.0,2,1.0,0.0,100929.59,0,3
574,15752840,Uspensky,602,Spain,Male,42.0,6,0.0,2,1.0,0.0,179655.87,0,4
580,15642545,Nwachinemelu,718,Spain,Female,49.0,1,0.0,1,0.0,0.0,55825.41,1,4
609,15672966,Chigozie,619,Spain,Male,20.0,2,135827.33,1,1.0,0.0,121102.9,0,2
610,15795524,K?,709,Spain,Female,39.0,9,0.0,2,1.0,0.0,180622.02,0,3
612,15782404,Chien,705,Spain,Female,25.0,5,0.0,2,1.0,1.0,28690.9,0,2
617,15781553,Bull,703,Spain,Female,37.0,8,92472.1,2,1.0,1.0,126434.61,0,3
618,15772786,Milano,565,Spain,Male,32.0,1,0.0,2,0.0,1.0,172665.16,0,3
619,15714260,Nnaife,704,Spain,Female,38.0,0,0.0,2,0.0,0.0,160523.73,0,3
636,15722090,Tseng,615,Spain,Male,31.0,6,81818.49,1,1.0,1.0,169149.38,0,3
639,15606901,Chiu,688,Spain,Female,33.0,3,96949.85,1,1.0,0.0,136301.1,0,3
651,15791769,Gardener,691,Spain,Male,29.0,9,0.0,1,1.0,0.0,51987.99,1,2
659,15580149,Folliero,613,Spain,Female,30.0,1,0.0,2,1.0,0.0,173495.77,0,3
661,15686917,Page,633,Spain,Female,40.0,10,150507.21,1,0.0,1.0,84699.56,0,4
663,15569624,Chinagorom,769,Spain,Male,29.0,6,0.0,2,1.0,1.0,180862.26,0,2
666,15723481,Aikenhead,715,Spain,Female,38.0,3,0.0,2,1.0,1.0,53843.71,0,3
668,15796790,Nnachetam,434,Spain,Male,22.0,6,0.0,1,1.0,0.0,106981.03,0,2
687,15623277,Ts'ui,678,Spain,Female,37.0,7,0.0,1,1.0,1.0,164886.64,0,3
688,15706734,H?,747,Spain,Female,59.0,6,112070.79,3,1.0,0.0,182364.8,0,5
699,15753837,Y?,676,Spain,Male,36.0,9,0.0,2,1.0,0.0,125921.19,0,3
700,15591513,Eluemuno,624,Spain,Female,38.0,9,0.0,2,1.0,1.0,109172.88,0,3
710,15737778,Dickson,782,Spain,Female,41.0,4,0.0,3,0.0,0.0,132943.88,1,4
722,15783305,Sun,631,Spain,Female,33.0,3,0.0,2,1.0,1.0,168607.74,0,3
727,15597951,Rahman,614,Spain,Male,66.0,3,0.0,1,1.0,0.0,180082.7,0,6
735,15809909,Chukwuemeka,631,Spain,Male,36.0,10,0.0,1,0.0,0.0,645.61,0,3
745,15597909,K'ung,590,Spain,Male,28.0,5,0.0,2,0.0,1.0,135655.29,0,2
748,15745354,Pagnotto,680,Spain,Female,29.0,4,141234.98,1,1.0,1.0,114749.64,0,2
753,15581388,Y?an,487,Spain,Male,33.0,8,145729.71,1,1.0,1.0,41365.85,0,3
757,15711589,Chukwukere,699,Spain,Male,40.0,6,115563.71,3,0.0,0.0,83068.28,1,4
759,15694854,P'eng,653,Spain,Male,37.0,0,0.0,2,0.0,1.0,173952.5,0,3
762,15576022,Ponomaryov,479,Spain,Female,41.0,6,0.0,2,1.0,1.0,93336.3,0,4
763,15795519,Fiorentino,492,Spain,Male,39.0,9,0.0,2,1.0,1.0,181879.56,0,3
764,15612771,Yip,602,Spain,Male,24.0,3,0.0,2,0.0,0.0,48421.3,0,2
773,15690733,Nwokeocha,619,Spain,Male,36.0,9,0.0,2,1.0,0.0,179614.8,0,3
774,15665579,Cartwright,741,Spain,Male,29.0,2,0.0,2,1.0,0.0,3025.49,0,2
775,15748696,Calabresi,678,Spain,Male,30.0,5,0.0,2,1.0,1.0,73686.75,0,3
776,15714689,Houghton,711,Spain,Male,29.0,1,97541.24,1,1.0,0.0,196356.17,0,2
781,15791070,Walker,703,Spain,Male,35.0,9,0.0,1,1.0,0.0,86410.79,0,3
791,15700964,T'ien,561,Spain,Male,40.0,4,0.0,2,0.0,1.0,101168.9,0,4
792,15719508,Hsing,585,Spain,Female,40.0,3,139825.56,1,1.0,1.0,142917.54,0,4
798,15585867,Ruggiero,691,Spain,Male,37.0,1,0.0,2,0.0,0.0,48228.1,0,3
809,15780128,T'ao,612,Spain,Male,35.0,3,0.0,2,0.0,0.0,51117.03,0,3
810,15746076,Hs?,579,Spain,Male,36.0,1,0.0,2,1.0,1.0,94415.86,0,3
811,15792368,Wright,516,Spain,Female,42.0,3,0.0,2,1.0,1.0,114514.67,0,4
816,15572626,Hsieh,619,Spain,Male,36.0,4,0.0,2,1.0,1.0,151924.9,0,3
817,15803840,Shih,721,Spain,Male,31.0,2,0.0,2,1.0,1.0,151146.67,0,3
821,15617206,Chidiebere,614,Spain,Male,36.0,4,134583.94,1,1.0,1.0,71333.62,0,3
822,15790247,Sims,548,Spain,Male,40.0,10,0.0,2,0.0,1.0,11959.03,0,4
834,15641732,Ts'ui,779,Spain,Female,33.0,10,91536.93,1,1.0,0.0,174337.68,1,3
837,15582944,Becker,658,Spain,Female,39.0,7,0.0,2,0.0,0.0,140941.47,0,3
844,15586976,Hampton,687,Spain,Male,43.0,9,0.0,1,1.0,1.0,104730.52,0,4
845,15788920,Milani,583,Spain,Male,34.0,3,0.0,2,1.0,1.0,38315.04,0,3
850,15618401,Genovese,593,Spain,Male,31.0,5,0.0,2,1.0,1.0,152790.92,0,3
851,15769964,Ts'ui,707,Spain,Female,29.0,4,0.0,1,1.0,0.0,174911.73,0,2
852,15642099,Gentry,701,Spain,Male,62.0,6,81958.76,1,1.0,1.0,66469.2,1,6
860,15800773,Tuan,686,Spain,Female,57.0,5,99835.47,1,1.0,1.0,91366.42,0,5
866,15670039,Rieke,619,Spain,Female,47.0,5,0.0,3,1.0,0.0,100137.2,1,4
877,15624596,Ozoemena,634,Spain,Female,35.0,4,0.0,1,1.0,0.0,61324.56,1,3
884,15738662,De Garis,628,Spain,Female,62.0,5,0.0,1,1.0,0.0,199693.84,1,6
885,15691810,Fanucci,729,Spain,Female,29.0,6,0.0,1,1.0,1.0,57594.69,0,2
897,15761453,Hargraves,653,Spain,Male,39.0,7,0.0,2,0.0,0.0,93544.19,0,3
900,15754574,P'eng,717,Spain,Female,26.0,2,0.0,2,1.0,0.0,56905.38,0,2
905,15612193,Hsia,762,Spain,Male,38.0,4,115545.33,2,0.0,1.0,148256.43,0,3
906,15675190,Y?,742,Spain,Female,27.0,7,0.0,2,1.0,1.0,70578.46,0,2
907,15735388,Chin,622,Spain,Male,32.0,7,106471.56,1,1.0,1.0,64586.39,1,3
909,15595588,Lucciano,653,Spain,Male,35.0,8,0.0,2,1.0,0.0,181461.46,0,3
910,15629793,Banks,652,Spain,Male,28.0,9,156823.7,1,0.0,0.0,198251.52,1,2
923,15776844,Hao,762,Spain,Female,19.0,6,0.0,2,0.0,0.0,55500.17,1,1
924,15720706,Hsing,689,Spain,Female,29.0,6,0.0,2,0.0,0.0,122949.71,0,2
936,15640409,Onyeorulu,577,Spain,Male,36.0,0,0.0,2,1.0,0.0,152872.95,0,3
937,15592394,Hsia,711,Spain,Female,38.0,5,0.0,2,1.0,1.0,173852.21,0,3
944,15596914,Chukwuebuka,489,Spain,Male,38.0,3,0.0,1,1.0,1.0,51672.91,0,3
951,15618155,Ts'ui,771,Spain,Female,37.0,5,0.0,2,1.0,1.0,51219.8,0,3
953,15583857,Siciliano,672,Spain,Male,43.0,4,0.0,2,0.0,0.0,154908.52,0,4
961,15759892,Loyau,624,Spain,Male,35.0,1,0.0,2,1.0,1.0,12761.51,0,3
969,15628059,Smith,598,Spain,Female,39.0,6,61211.01,1,0.0,1.0,40321.63,0,3
972,15790935,Sanders,577,Spain,Female,38.0,4,0.0,2,1.0,1.0,35884.91,0,3
973,15642619,Savage,731,Spain,Female,33.0,1,0.0,2,1.0,0.0,130726.96,0,3
979,15793197,Calabresi,724,Spain,Female,40.0,5,142880.28,1,0.0,0.0,185541.2,1,4
981,15592877,Chiazagomekpere,757,Spain,Female,37.0,5,106817.49,1,1.0,0.0,124592.84,1,3
984,15652048,Chukwumaobim,669,Spain,Male,41.0,4,163764.84,2,1.0,1.0,124592.83,0,4
993,15652981,Price,678,Spain,Male,30.0,6,0.0,1,0.0,0.0,35113.08,0,3
998,15573309,Ward,626,Spain,Female,32.0,2,0.0,2,1.0,0.0,95794.98,0,3
999,15714642,Yermolayeva,553,Spain,Male,35.0,5,0.0,1,1.0,0.0,67879.8,0,3
1003,15682269,Yobanna,645,Spain,Female,39.0,3,0.0,2,1.0,1.0,102565.31,0,3
1005,15592999,Nwachinemelu,684,Spain,Male,30.0,9,0.0,2,1.0,0.0,139048.0,0,3
1007,15651868,Ts'ao,731,Spain,Male,24.0,5,0.0,2,1.0,0.0,180598.86,0,2
1011,15697876,Echezonachukwu,633,Spain,Female,40.0,0,0.0,1,1.0,0.0,121525.19,1,4
1016,15736287,Horsley,639,Spain,Male,44.0,5,92347.37,1,1.0,0.0,103901.48,0,4
1017,15753248,Martin,591,Spain,Female,30.0,5,0.0,1,1.0,0.0,182726.22,1,3
1018,15772412,Tretiakov,821,Spain,Female,39.0,4,0.0,2,1.0,1.0,194273.2,0,3
1028,15743478,Pagnotto,450,Spain,Male,37.0,9,74237.2,1,1.0,0.0,195463.35,1,3
1033,15676433,Allan,707,Spain,Female,36.0,2,0.0,1,1.0,0.0,98810.78,0,3
1035,15617082,Gentry,716,Spain,Female,38.0,2,160566.11,1,1.0,0.0,52337.97,1,3
1037,15809991,Ferrari,630,Spain,Male,19.0,9,0.0,2,1.0,1.0,133535.29,0,1
1043,15585888,Cremonesi,468,Spain,Male,24.0,3,0.0,2,1.0,1.0,160810.85,0,2
1062,15641629,P'eng,687,Spain,Male,24.0,1,0.0,2,0.0,1.0,41233.97,0,2
1068,15658532,Onyekaozulu,706,Spain,Male,28.0,6,0.0,2,0.0,1.0,171445.92,0,2
1089,15627203,Hsu,508,Spain,Female,54.0,10,0.0,2,1.0,1.0,175749.36,0,5
1091,15591179,Skelton,639,Spain,Male,33.0,4,0.0,2,1.0,0.0,145900.89,1,3
1095,15774836,Fitch,645,Spain,Female,36.0,6,0.0,2,1.0,0.0,49361.59,0,3
1098,15722053,Oguejiofor,576,Spain,Male,33.0,8,0.0,2,0.0,1.0,190112.05,0,3
1100,15756932,Montemayor,632,Spain,Male,37.0,3,0.0,2,1.0,1.0,80425.65,0,3
1104,15674928,Hsia,593,Spain,Male,27.0,9,0.0,2,1.0,0.0,164039.3,0,2
1107,15658057,Trevisani,571,Spain,Male,35.0,4,138523.01,1,1.0,0.0,151667.33,0,3
1108,15576550,Nwokeocha,769,Spain,Male,46.0,6,0.0,3,1.0,0.0,177614.17,1,4
1111,15603830,Palmer,600,Spain,Male,36.0,7,0.0,2,1.0,0.0,143668.58,0,3
1114,15787884,Ikedinachukwu,634,Spain,Male,30.0,9,0.0,2,0.0,0.0,136870.54,0,3
1120,15773789,Nucci,704,Spain,Female,43.0,5,0.0,2,1.0,0.0,158973.77,1,4
1121,15760865,Gibson,754,Spain,Male,39.0,5,157691.98,2,1.0,1.0,133600.89,0,3
1122,15604792,Genovese,595,Spain,Female,37.0,5,0.0,1,1.0,0.0,113931.57,1,3
1123,15574480,Tuan,652,Spain,Female,31.0,1,132862.59,1,1.0,0.0,158054.49,0,3
1124,15600626,Milanesi,597,Spain,Male,65.0,1,0.0,2,1.0,0.0,162515.83,1,6
1133,15729582,Lettiere,589,Spain,Female,35.0,3,0.0,2,1.0,1.0,146886.16,0,3
1136,15656829,Hughes,579,Spain,Female,33.0,6,0.0,2,1.0,1.0,62868.33,0,3
1139,15743545,Nworie,647,Spain,Male,29.0,8,0.0,2,1.0,1.0,179032.68,0,2
1140,15806963,Chikezie,670,Spain,Male,41.0,8,149961.99,2,0.0,1.0,82868.34,0,4
1151,15651052,Tuan,663,Spain,Female,42.0,2,0.0,1,1.0,0.0,63737.19,1,4
1161,15711396,Henderson,427,Spain,Male,39.0,8,0.0,2,1.0,1.0,82870.75,0,3
1163,15672397,Pisani,647,Spain,Male,30.0,6,136491.92,1,0.0,0.0,180150.44,0,3
1164,15752991,Yefimova,712,Spain,Male,43.0,3,101802.67,1,0.0,1.0,177844.15,0,4
1168,15694395,Nkemjika,704,Spain,Female,31.0,2,0.0,1,1.0,0.0,183584.12,1,3
1172,15653858,Olisanugo,651,Spain,Female,48.0,1,0.0,2,1.0,1.0,136909.88,0,4
1179,15643496,H?,627,Spain,Female,28.0,9,0.0,2,1.0,0.0,67622.34,0,2
1181,15630661,Moss,756,Spain,Male,30.0,2,145127.85,1,0.0,0.0,7554.68,0,3
1188,15589428,Hsiung,707,Spain,Male,29.0,9,0.0,2,0.0,0.0,160976.85,0,2
1191,15700937,Romano,767,Spain,Male,68.0,5,0.0,2,1.0,1.0,67445.85,0,6
1198,15667751,McEwan,744,Spain,Female,43.0,4,140137.15,1,1.0,0.0,194073.33,1,4
1202,15750243,Genovese,830,Spain,Male,39.0,2,102721.49,1,0.0,1.0,33114.24,1,3
1215,15783859,McIntyre,611,Spain,Female,50.0,2,0.0,1,0.0,0.0,137985.69,1,5
1233,15582033,Cremonesi,684,Spain,Female,21.0,6,0.0,2,1.0,1.0,113046.81,0,2
1237,15691840,Onyemauchechukwu,535,Spain,Male,37.0,6,0.0,2,1.0,1.0,123663.63,0,3
1239,15768095,Hsiung,554,Spain,Male,36.0,1,0.0,1,1.0,1.0,167979.35,0,3
1242,15631333,Wade,677,Spain,Male,25.0,8,130866.19,1,0.0,0.0,42410.21,1,2
1243,15791302,McGregor,757,Spain,Female,45.0,10,89837.77,1,0.0,0.0,156598.23,1,4
1245,15657771,Ts'ui,623,Spain,Female,36.0,6,0.0,2,1.0,0.0,17802.42,0,3
1252,15801247,Onio,687,Spain,Male,40.0,7,0.0,2,0.0,1.0,175514.71,0,4
1259,15720305,Shih,592,Spain,Female,55.0,4,141792.61,2,1.0,1.0,112311.15,0,5
1261,15684958,Ferrari,591,Spain,Male,28.0,5,0.0,2,1.0,1.0,48382.4,0,2
1263,15783865,T'ien,649,Spain,Male,40.0,7,0.0,2,1.0,1.0,136535.56,0,4
1283,15705001,Napolitani,587,Spain,Female,35.0,3,83286.56,2,1.0,0.0,125553.52,1,3
1294,15673888,Onwumelu,684,Spain,Male,37.0,7,107714.49,2,1.0,1.0,55775.25,0,3
1297,15742268,Hsing,558,Spain,Female,39.0,6,131647.01,1,0.0,1.0,180598.86,0,3
1308,15707132,Genovesi,585,Spain,Female,28.0,6,127638.35,1,0.0,0.0,131553.74,0,2
1315,15631460,Munro,459,Spain,Male,63.0,8,160903.2,1,0.0,1.0,16246.59,1,6
1331,15602328,Fanucci,641,Spain,Male,67.0,4,0.0,2,1.0,1.0,94978.1,0,6
1333,15708265,Chibugo,769,Spain,Female,68.0,4,92855.02,1,0.0,1.0,92977.75,0,6
1334,15648800,Mancini,703,Spain,Male,31.0,8,0.0,1,0.0,0.0,121568.37,1,3
1338,15602541,Monds,569,Spain,Female,27.0,7,0.0,2,1.0,1.0,180942.8,0,2
1339,15703851,Onyekachi,617,Spain,Male,46.0,4,0.0,1,1.0,0.0,56793.02,0,4
1342,15585961,Collier,576,Spain,Male,30.0,3,0.0,2,0.0,1.0,179066.58,0,3
1343,15576676,Nnanna,567,Spain,Female,52.0,3,0.0,2,1.0,1.0,118313.38,1,5
1363,15773723,Lucciano,584,Spain,Female,55.0,1,0.0,1,0.0,0.0,91775.51,1,5
1372,15620379,Mazzanti,527,Spain,Female,28.0,4,0.0,2,1.0,1.0,92855.87,0,2
1375,15583840,Mironova,662,Spain,Male,35.0,7,0.0,2,1.0,0.0,100200.4,0,3
1378,15634375,Duncan,594,Spain,Female,31.0,8,0.0,2,0.0,0.0,83206.19,0,3
1389,15749947,Black,665,Spain,Male,47.0,2,0.0,1,1.0,1.0,66548.58,0,4
1390,15793831,Hs?eh,735,Spain,Female,66.0,2,0.0,2,0.0,1.0,80198.57,0,6
1399,15743293,Shih,630,Spain,Male,30.0,8,0.0,2,1.0,1.0,113926.71,0,3
1405,15585835,Rowley,675,Spain,Female,44.0,8,179356.28,2,1.0,1.0,2919.21,1,4
1407,15694859,Smith,748,Spain,Male,36.0,8,0.0,2,0.0,0.0,111893.09,0,3
1413,15694200,Hsueh,560,Spain,Female,43.0,10,149991.33,1,1.0,1.0,177025.24,0,4
1415,15622117,Nkemakolam,715,Spain,Female,31.0,2,0.0,2,1.0,1.0,129562.74,0,3
1417,15751206,Nnanna,756,Spain,Male,28.0,4,0.0,2,1.0,1.0,164746.05,0,2
